hierid,0.05,0.5,0.95
ABW,0.61643349047,1.2943001284,1.3005751246
AFG.1.12,1.34108852889,2.50003090003,4.21440564261
AFG.1.R8abddb145b8788ee,1.39395102235,2.24819394496,3.63665390419
AFG.1.R91a8634efe8e02a7,1.34801127116,2.19532370415,3.90982173345
AFG.1.Ra6a2bba0a271cb4a,1.4043004377,2.23376868847,3.64435393375
AFG.1.Rcf29900a4c191e96,1.38324719787,2.26453244401,3.30996904675
AFG.1.Rd0d6327d56611fba,1.33813132235,2.21755985601,3.87437753215
AFG.10.103,1.2510615403,2.14534413068,3.40651065213
AFG.10.106,1.27921098843,2.1487786379,3.33098114398
AFG.10.109,1.07099373483,2.15245553936,3.58561876442
AFG.10.98,1.24757384255,2.20240807735,3.16910782389
AFG.10.R01090b16282376f5,1.27004973891,2.18903831894,3.17717572019
AFG.10.R4231d3df78d3772c,1.14071897132,2.14881948675,3.80337630952
AFG.10.R7fc4ac9564655b4c,1.28355523557,2.16590295678,3.45107046636
AFG.11.116,1.0615091951,2.09615502177,3.34125574159
AFG.11.117,1.06351757402,2.09846357051,3.34260760189
AFG.11.124,1.05709376373,2.10552971345,3.57472638686
AFG.11.R888b226f710b3709,1.05272734312,2.11891064448,3.26828617096
AFG.11.R8c077254fc886fac,1.13433087065,2.07621265808,3.74004595129
AFG.11.R95ece0d29da8aba1,1.0561247252,2.09912123571,3.429351013
AFG.12.Rc50339f5954ae669,1.0226842237,2.11383168461,3.16582835611
AFG.12.Rd2a3753cae07169e,0.946702450654,2.1190546784,3.09730767542
AFG.13.140,1.48089296069,2.29186925021,3.47444965628
AFG.13.R0d3e2743dd7da761,1.49054792391,2.28852265698,3.49549309823
AFG.13.R2fd01f61b0993bc3,1.47397670274,2.32065169363,3.4457860667
AFG.13.Rc172c1175351df3c,1.44793482261,2.29440837746,3.37880160225
AFG.14.149,1.11839519886,2.17354909429,3.46984187452
AFG.14.153,1.12218783503,2.17500276958,3.3883246377
AFG.14.158,1.32488559565,2.2072989366,3.07092708323
AFG.14.160,1.42418187389,2.17286403393,3.06314987021
AFG.14.161,1.39365478544,2.16726531777,3.10994008757
AFG.14.R125e4bb8260ea315,1.15112091016,2.18641181481,3.34624828619
AFG.15.167,1.44599098341,2.29661040549,3.37119003442
AFG.15.R49ce84ced4420d4c,1.46884806769,2.33937575764,3.44711975237
AFG.15.R9f61a8d4b0fea672,1.44729393467,2.32234322796,3.38963605721
AFG.16.R56f62a5b11d7a76e,1.4182241097,2.18181253994,3.31184668153
AFG.16.R679857e5b8c74688,1.40287328999,2.17761386139,3.2860502973
AFG.17,1.35361741508,2.22906363707,3.0989895189
AFG.18.197,1.47371150859,2.21002317476,3.34170165821
