hierid,0.05,0.5,0.95
ABW,81.354573891,82.7119033088,84.3023589182
AFG.1.12,46.2103647409,50.7745495441,57.7472153437
AFG.1.R8abddb145b8788ee,59.7952446214,63.6783899819,68.8799811895
AFG.1.R91a8634efe8e02a7,57.2170953721,61.2873287768,68.7739594975
AFG.1.Ra6a2bba0a271cb4a,69.2426669466,73.3254861747,78.7548824838
AFG.1.Rcf29900a4c191e96,48.052527031,51.7843602867,56.0611580727
AFG.1.Rd0d6327d56611fba,56.4228439294,60.4186876616,67.9330642572
AFG.10.103,91.8126464349,94.5607568721,97.2338276002
AFG.10.106,92.6272134233,95.33551015,98.12255852
AFG.10.109,89.1786719048,92.0441229307,94.9561372125
AFG.10.98,92.5030663807,95.4544335298,97.4757608491
AFG.10.R01090b16282376f5,91.9673039571,94.7998205195,96.8176579836
AFG.10.R4231d3df78d3772c,81.8913661886,85.1108202669,88.1630264053
AFG.10.R7fc4ac9564655b4c,90.2610903002,93.0608089709,96.1222282995
AFG.11.116,83.6423218774,87.3373145712,89.6981580044
AFG.11.117,81.1934250062,84.9092826218,87.2715827627
AFG.11.124,83.5330646818,87.120452956,89.379128189
AFG.11.R888b226f710b3709,82.8540349985,86.4185060808,88.7987906519
AFG.11.R8c077254fc886fac,69.6126438372,74.0231646496,76.0480298752
AFG.11.R95ece0d29da8aba1,76.846831579,80.7712497619,83.0454642836
AFG.12.Rc50339f5954ae669,84.859594603,88.4887780068,93.3802294017
AFG.12.Rd2a3753cae07169e,85.8259939914,89.2939394342,94.348271179
AFG.13.140,69.7180897143,73.4552151044,78.8439501769
AFG.13.R0d3e2743dd7da761,65.2228961137,68.9280688929,74.3766173718
AFG.13.R2fd01f61b0993bc3,69.125052684,72.9077088028,78.2946055001
AFG.13.Rc172c1175351df3c,69.2100018422,73.0039912941,77.5100321133
AFG.14.149,85.7348888467,88.6062816399,91.3693753499
AFG.14.153,88.1654964084,90.9592252761,93.6389006952
AFG.14.158,90.9858964362,93.4790462657,95.6449803942
AFG.14.160,88.5816730395,91.0187322149,93.1035561905
AFG.14.161,87.01288266,89.555221675,91.8631708815
AFG.14.R125e4bb8260ea315,85.325238669,88.1326248394,90.7423569161
AFG.15.167,71.0389562373,74.8848383767,79.7217630232
AFG.15.R49ce84ced4420d4c,70.4371512496,74.1698169109,79.5398827724
AFG.15.R9f61a8d4b0fea672,62.2611295284,66.0481368665,70.8524620945
AFG.16.R56f62a5b11d7a76e,76.4027378118,79.877192626,82.4133056513
AFG.16.R679857e5b8c74688,81.3443545701,84.7951562057,87.1959720138
AFG.17,73.2268853084,76.5425716467,79.8765084742
AFG.18.197,85.8165688051,89.393157598,93.2037186006
AFG.18.R02a221614471fb78,84.3141008092,87.9138832894,91.5019540718
AFG.18.R3945a21254a36b53,84.8407987681,88.3374181103,92.4827235412
AFG.19.201,60.9046210173,64.7038104894,68.7815223405
AFG.19.Rb70c80870c4e3972,80.2375487481,84.0062714143,87.7223346461
AFG.19.Rcd8a19e4e02eef13,73.547754975,77.1172239292,81.0794689322
AFG.2.16,70.2880680743,74.4500163908,77.3870443198
AFG.2.20,76.1645231725,80.1642443381,82.4687307586
AFG.2.Re52952e4e6b141e6,77.7521468578,81.6353388854,84.2491659263
AFG.20.204,70.425916351,73.8341606004,78.5624503643
AFG.20.R3c3b3822ad703202,66.5441045152,70.0267317239,74.7041280818
AFG.21.212,76.9826406913,80.357236976,83.9909807585
AFG.21.217,84.7708454526,88.2359889095,91.6863389701
AFG.21.R335bc53b76ceae53,83.3088253704,86.7351192266,90.0858450804
AFG.21.R452a3f16b7c93204,72.8471446099,76.5073970427,79.766148354
AFG.21.Ra6cf658876a55bf9,85.0327214742,88.4627568286,91.6249315577
AFG.22.231,92.6831016607,95.7498470736,98.1700434163
AFG.22.233,93.341650111,96.4082311836,98.5965678178
AFG.22.R8dc821211617773c,93.2702656786,96.3051186515,98.3645464803
AFG.23,56.9090533314,60.4360342075,63.8783914516
AFG.24.252,79.3678429323,82.5035030432,84.6290762463
AFG.24.R6806f602c75dfaa2,77.1658756093,80.4187007618,82.5685402692
AFG.24.Rd61b76c20460e178,73.0595569283,76.4028990824,79.012283541
AFG.25.255,59.7772141486,63.5283458574,67.4382267443
AFG.25.Rf77ed53d6994d2ee,67.1979346188,70.7026664028,74.1714786797
AFG.26.273,71.7882056953,75.6118513394,80.8334133974
AFG.26.R4c10bf14a4a7fec7,69.6746482243,73.3923234847,79.2278278266
AFG.26.Ra91fd5c834036528,56.7137307409,60.359692804,65.9196789918
AFG.27,70.3502845635,74.1072991337,79.9385668222
AFG.28.R8ad94c036bcb94aa,78.2046367635,82.07518358,87.1651609455
AFG.28.R93cd63c39aa26547,62.4710676935,66.4199991372,71.9449645661
AFG.29.299,80.5649385738,84.0688644672,87.7642148223
AFG.29.300,51.5660732017,55.4245701068,58.7139988206
AFG.29.R5a453801396807f2,78.3170553792,81.7645390876,85.7631248825
AFG.29.R74fcec17af54c808,68.1404488242,71.9638811168,75.3417170561
AFG.29.R9ff60d55ec253532,79.2611856085,83.4940064456,87.3204339044
AFG.3.23,83.3944420542,86.9238257055,91.722037147
AFG.3.27,62.4962402985,66.2955883262,73.7204410966
AFG.3.32,59.6310390878,63.3972417795,69.5250366749
AFG.3.R269df99329225b2a,60.1714203316,63.760544248,68.2618359925
AFG.3.R928d90c14ac77c16,71.1718219217,74.7559252096,80.1110170816
AFG.3.Rfb19c4c0f42445fa,81.1002954214,84.6446852447,89.8277112906
AFG.30.303,66.8219438307,71.0353158838,75.4701564811
AFG.30.R600c8571d9eda691,70.6600234623,74.3164112284,78.2831075987
AFG.30.R922e0ff47dc73fe9,80.1203045915,83.4907694927,86.5985534854
AFG.31.R2cddadc8171d5232,59.1648940019,62.600877897,68.9395987261
AFG.31.R7533cfa7af80b230,65.6070112265,69.1241843702,74.2146583676
